AccountAge,MonthlyCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,CustomerID,Churn,TotalCharges_log
63,11.255502711564064,Premium,Bank transfer,Yes,Movies,No,Computer,27.964468052712537,8.537577246647672,4,Drama,8,Male,3,No,YFT2PG26WZ,0,6.258094909330934
102,17.120575464860355,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,32.71206052144677,92.83601561218305,46,Drama,6,Female,22,Yes,CS2FZRYU8L,0,7.494738980516439
45,13.073215564280291,Basic,Bank transfer,No,Both,Yes,Computer,14.793402920168504,109.2614243711754,20,Sci-Fi,1,Female,13,No,XQ9ABXGKJ2,0,6.378926398748302
59,12.169887642924763,Basic,Bank transfer,No,Movies,No,Computer,28.54828621753999,32.32727760351119,14,Fantasy,1,Female,16,Yes,2320A0GXKQ,1,6.577893861966855
115,5.683634966215998,Standard,Electronic check,No,Movies,Yes,TV,6.128048068458834,50.259083084168935,0,Fantasy,4,Male,22,No,MGW74TNB92,0,6.484051891652757
99,17.856791113328292,Standard,Electronic check,Yes,Both,No,Mobile,8.723655812895966,168.80031254270938,17,Action,9,Male,14,No,V8CKCGJ5E8,0,6.807858654756831
73,5.755528321486168,Basic,Mailed check,No,TV Shows,Yes,Mobile,26.87265849457565,121.82962049201288,40,Sci-Fi,4,Male,24,No,S16BCT80VU,0,6.042997535504293
62,11.001062848759512,Basic,,Yes,Both,No,Computer,3.87212932625154,133.51843976624818,22,Comedy,0,Female,6,Yes,BMKC2PJE7U,0,6.526591336063328
6,7.153641033648821,Standard,Electronic check,Yes,Both,Yes,Computer,8.012984647227208,113.36101591998688,48,Fantasy,7,Male,11,Yes,191490BP7I,0,5.930058902647413
93,10.190029622580925,Basic,Bank transfer,No,Both,No,TV,38.0854226363024,101.05573627439728,42,Comedy,0,Female,18,Yes,66V1KPHQMM,0,6.85506390763505
30,12.169717082033609,Premium,Credit card,Yes,Both,Yes,Mobile,5.542226920354583,68.76965172922863,41,Drama,6,Male,9,Yes,G55J3RXYSJ,0,6.593385763401205
5,8.91888499717453,Premium,Bank transfer,No,Movies,No,TV,29.148323435745315,89.33032327098728,4,Sci-Fi,5,Male,13,Yes,CLJPBTJR01,1,3.819785449964349
94,7.626840924543419,Basic,,No,Movies,No,Computer,15.502634511771204,32.64060754836149,9,Action,1,Male,9,No,RFQJOFKVYH,1,5.812079546030355
85,11.551112052408545,Premium,Bank transfer,Yes,TV Shows,No,Mobile,37.90154614236192,140.95328473314228,8,Comedy,2,Male,0,No,TCI2ZYA2OH,0,6.592865345510062
49,14.9659314100172,Premium,Credit card,No,Both,No,TV,34.255186838190895,88.39879325854636,38,Fantasy,6,Male,18,No,QTQ705NK8P,0,6.5989593891636025
98,17.5674048013296,Standard,Credit card,No,Movies,Yes,Tablet,12.689556314118729,96.4269008687629,1,Comedy,3,Male,18,No,6OAKAQPYJI,0,7.451593348193555
34,18.321479206998056,Standard,Credit card,Yes,Both,Yes,Computer,27.90326642810463,56.93922885074092,9,Comedy,0,Female,1,Yes,X8S5TM85UM,0,6.436038652254309
109,13.185877501378965,Premium,Electronic check,Yes,Both,Yes,TV,20.02745099609585,55.38187149505176,39,Sci-Fi,4,Male,2,Yes,YSXKQ3NPQY,0,7.271189778914544
106,10.235452915438415,Basic,,Yes,Movies,No,Mobile,1.476191970735858,111.61197195046542,10,Comedy,9,Female,2,Yes,AWOJ9P08XG,1,6.990217834034071
9,19.00963683186413,Basic,Electronic check,Yes,Both,No,Mobile,14.139595306501027,104.3774408565997,29,Action,0,Male,10,No,4HWEZXFWH7,0,5.1479986025508175
27,9.704060053309195,Premium,Electronic check,No,Both,Yes,TV,2.095646565135621,132.46320551364772,24,Drama,7,Female,11,No,08SXSQQO8U,0,5.572190614928183
116,14.565174916775096,Standard,,Yes,Movies,Yes,TV,19.060384945020363,111.79584620082926,39,Action,2,Male,5,No,FU217ZFBHN,0,7.4328152857213405
66,18.637751030628618,Premium,Bank transfer,No,TV Shows,No,Mobile,9.234129415628813,166.05047576645293,2,Action,9,Male,13,No,OX3OJ9LAOC,0,7.11565650848828
44,12.746554596247588,Premium,Electronic check,No,TV Shows,Yes,Computer,6.587382518309011,147.24566848925053,13,Action,5,Male,16,No,768I1YHH7G,0,6.331232066592449
82,15.865875608865144,Premium,Credit card,Yes,TV Shows,Yes,Tablet,2.251525328025952,32.93240275222308,38,Comedy,8,Female,24,No,VLBQICLTAV,0,7.300772284722004
12,13.769556901928512,Basic,Credit card,Yes,TV Shows,No,Mobile,35.65509564506065,120.32663583326354,40,Action,7,Female,12,Yes,WWD6Y3ULXF,1,5.113400541896788
3,15.457440717264856,Standard,Bank transfer,Yes,Both,Yes,TV,30.66081030567325,179.23370243432092,13,Comedy,5,Male,9,No,2S21P19IE6,0,3.8580381373046415
90,5.594978677090683,Premium,Credit card,Yes,Both,No,TV,19.38040521188281,58.7034987326043,39,Comedy,2,Male,10,No,S96XIOR9FL,0,6.223663139391584
49,5.223486200101787,Standard,Electronic check,No,Movies,No,Mobile,17.70975365927757,58.954258052072014,27,Comedy,6,Male,1,No,G5BUY00PBY,0,5.54888471952373
80,14.084945581424492,Premium,Electronic check,Yes,TV Shows,No,Computer,17.420523866878955,80.98677639404599,22,Comedy,0,Male,10,Yes,FGMG7KDSFT,0,6.5977358996409095
20,7.702870791596992,Basic,,No,Both,No,Computer,4.422933326625964,16.21840674555514,45,Drama,2,Male,6,No,YRVS588TVB,0,5.04379547305114
70,13.904923667806695,Standard,Credit card,No,Both,No,TV,9.938960681433649,53.21801253841536,12,Fantasy,9,Male,23,No,FFEZ8R3G30,1,6.8462087396165
32,18.37299143591155,Premium,Bank transfer,Yes,Both,No,TV,34.7881398710293,179.75202354616712,44,Comedy,3,Female,19,Yes,R9VPT2RPRA,0,6.378317053671948
99,12.328261877946224,Standard,Bank transfer,No,TV Shows,Yes,Computer,16.946622507617768,89.9577735465159,33,Drama,7,Female,23,Yes,ZKH0WXMBF8,1,6.572355436550311
2,11.296267541952036,Standard,Credit card,Yes,Movies,Yes,TV,27.880027949921864,161.78437696593048,39,Sci-Fi,2,Male,0,No,SSD3NJ3SCF,0,3.596044823210989
25,17.780245007636474,Premium,Credit card,Yes,Both,Yes,Tablet,15.507903874263882,105.62185310005106,5,Comedy,0,Female,14,No,O1DY5I2K38,0,6.099210995841963
2,10.244367670923223,Standard,,No,TV Shows,Yes,Computer,34.283065634033875,75.11272549732617,13,Fantasy,8,Male,15,No,TGEF0EK30G,1,3.62514722792924
42,19.76660767352584,Standard,Bank transfer,Yes,TV Shows,Yes,Computer,16.173752081815415,68.74974897220997,42,Fantasy,4,Female,2,Yes,215HXHXMIP,0,7.36437884110758
9,5.810228267555019,Standard,,Yes,Both,No,Mobile,25.13603396032934,12.24514443563636,1,Fantasy,2,Male,1,No,F144Y0MZYF,0,3.9757872470385833
113,11.42673964098458,Premium,Electronic check,Yes,TV Shows,No,TV,27.02709362589353,95.28086406464185,2,Action,9,Male,15,Yes,9Q7PGYX2ML,0,6.9241902505035
36,12.328261877946224,Premium,Credit card,No,Both,No,Mobile,8.673304110719561,42.30847206576068,17,Comedy,7,Male,19,Yes,5S8VIJ1SPR,0,6.572355436550311
12,16.67472076844671,Standard,,No,Both,Yes,Computer,12.744688980741032,59.52846282587679,11,Action,7,Male,3,No,BSJOYKXFOF,1,5.303785634388972
37,7.119745185326482,Basic,Bank transfer,Yes,Movies,Yes,Tablet,5.809649449368688,153.97970896883206,34,Action,9,Male,4,Yes,5QHZAWJTSK,0,5.577578728589277
90,13.18911775823716,Premium,Credit card,Yes,Movies,Yes,Mobile,25.291399541183026,81.64315630140467,9,Drama,1,Female,2,No,FWE2IWZ2IY,0,7.080043838359269
8,9.776640943909502,Premium,Bank transfer,No,TV Shows,Yes,TV,24.278988426129924,55.37462028782645,12,Comedy,2,Male,23,No,R5WTS42FQX,0,4.3721420369951005
88,15.868059545188608,Premium,Electronic check,Yes,TV Shows,No,Mobile,23.80318950215669,27.22156853841513,2,Comedy,6,Female,13,No,AFSTLSA6VX,0,7.242360946057645
97,12.240919672990586,Basic,Credit card,Yes,Both,Yes,TV,3.757465901894128,69.12565753903388,49,Fantasy,1,Male,2,Yes,7PFAESWLUG,0,7.080337233020605
76,7.3553712868806524,Basic,Mailed check,No,Movies,No,Mobile,10.43156433389694,139.31863293616212,26,Comedy,2,Female,2,No,CP0X04KOHF,0,6.327951458269612
89,8.685508091710805,Premium,,No,Both,Yes,Tablet,1.6937866954335024,82.14212764294217,17,Fantasy,7,Female,10,Yes,UX0P88HD6V,0,6.6515850778465575
70,8.912613505348776,Premium,Credit card,Yes,Both,Yes,Tablet,19.496122461908456,5.534880667016899,29,Comedy,9,Male,11,Yes,88RTQHPWSG,0,6.437564344794989
68,14.440255288281454,Standard,,Yes,Movies,Yes,Mobile,35.89304932091184,9.268435544293142,25,Drama,2,Female,3,No,5OCID8BHEW,0,6.890545394416968
74,9.901567193006493,Premium,,Yes,TV Shows,Yes,Mobile,14.376240926364924,128.0712824920829,20,Drama,1,Male,20,Yes,YUFCD3JN10,0,6.028905605442848
12,16.314228924852024,Standard,Credit card,No,TV Shows,Yes,Computer,22.71824588761085,70.55548699889916,44,Sci-Fi,9,Male,4,No,Z063Z6FRXV,0,5.282039330776143
26,14.132707374877706,Standard,Bank transfer,Yes,Movies,No,Mobile,14.418682157285534,103.25892073437954,1,Fantasy,0,Male,23,No,V7MPOFNWOL,0,7.055035103643391
48,12.476920384257989,Premium,Bank transfer,Yes,Both,No,Mobile,33.93557501129039,129.4565507074856,24,Action,4,Male,17,No,OLOK1MPMO0,0,6.309732325401075
8,7.044229777436573,Premium,Electronic check,No,TV Shows,Yes,Computer,39.69461475287363,96.7398476674304,47,Action,1,Female,3,Yes,0SP0JX7K3P,0,5.873447169373871
87,5.857584261758131,Standard,Credit card,Yes,Movies,Yes,Mobile,32.73717025357378,175.41196863692602,28,Comedy,8,Male,0,Yes,TFCWJR9ERG,0,5.712429236655001
79,9.076915258016864,Standard,Credit card,No,TV Shows,No,Tablet,20.31481630423045,142.2285846177885,25,Comedy,4,Male,3,No,OEQMIG31TH,0,6.033457773035548
28,17.29895331208953,Premium,,Yes,Both,Yes,TV,14.46124179288422,119.5886567437542,3,Action,5,Female,7,Yes,7J5ERF1RP7,1,6.184912913922334
29,19.773064399958965,Premium,,Yes,TV Shows,Yes,Computer,32.26727064727994,104.1917407066043,28,Drama,7,Female,3,Yes,VZNFPQ7OPL,0,7.17609791708411
97,7.526143640775349,Premium,Mailed check,No,TV Shows,No,TV,2.9065606672210222,165.0296321441845,46,Action,8,Female,3,Yes,AYRVF49YC9,0,6.594462614704731
31,10.579376460784838,Basic,Mailed check,Yes,Both,No,Tablet,7.10337318993494,93.60951445865317,48,Fantasy,1,Female,13,No,6NXDS63B13,0,5.79593820041079
62,10.694760961293628,Premium,,No,Movies,No,Computer,38.91737003968192,49.8353656873389,37,Action,7,Male,11,Yes,H6VMPX84E9,0,6.549807020095385
94,9.334496818057136,Premium,Bank transfer,Yes,Movies,Yes,Computer,38.844024096114985,109.46667711394625,14,Fantasy,7,Female,14,No,BLGA7AOJHI,0,6.7781506817064425
40,7.738245310291017,Premium,Bank transfer,Yes,Both,No,TV,26.92223580824553,99.97950656103508,17,Action,2,Male,11,Yes,V36SY33B4H,0,5.408732525627095
64,14.318080180058232,Premium,Electronic check,No,TV Shows,No,Mobile,7.817863953208421,87.88249095154353,9,Action,9,Male,7,No,LB2MHX8FEB,0,7.150642369943214
96,13.717451189286695,Premium,Bank transfer,Yes,TV Shows,Yes,TV,3.089016573148184,166.45277464042772,37,Comedy,2,Female,2,Yes,YC0L35CZIF,0,7.056132982823679
116,15.577696991914488,Standard,,No,TV Shows,No,Mobile,36.92422838258752,91.56048306413284,15,Sci-Fi,9,Female,3,No,X6S7FH7IWY,1,7.49998364881518
58,9.754007929597456,Basic,Electronic check,No,TV Shows,Yes,TV,2.0964935674364886,21.83474680499532,48,Comedy,3,Male,17,No,DACORV2BKQ,0,6.546966317698995
13,18.30305654137992,Premium,,Yes,Both,No,Mobile,16.396448404677848,24.521573668401214,44,Sci-Fi,0,Male,1,No,N5TQ6QRKTP,0,6.988827328662434
110,18.57939770826753,Standard,Credit card,No,Movies,Yes,TV,3.521688529999313,103.22090798162311,0,Drama,2,Male,2,No,5XB2ABJNMG,0,7.62302286337928
28,18.353752061229294,Premium,,Yes,TV Shows,No,Tablet,8.72593039843451,7.649101236468054,5,Comedy,8,Male,21,Yes,99JDHBH75L,1,6.243982529715876
15,13.564155215103437,Premium,Electronic check,Yes,TV Shows,No,Mobile,18.147781969601933,110.80695217897386,10,Drama,7,Female,15,Yes,ZF9I4H4P59,1,5.320383744462272
69,9.32383135193917,Basic,Credit card,Yes,Both,Yes,Computer,25.924773513800822,84.00101507928413,38,Action,1,Female,18,No,99JBII1AWD,0,6.468233308785534
105,14.24683607150411,Standard,Bank transfer,Yes,Movies,Yes,Tablet,12.057358222596006,92.36419631794344,4,Fantasy,9,Female,12,No,D17A5U1OJS,0,7.311163464747196
63,9.720474729934212,Premium,,Yes,Both,Yes,Computer,15.59196412227774,17.34714669259177,35,Sci-Fi,0,Female,2,No,MX66HEBBSJ,0,6.419000798962242
112,19.858931903574835,Premium,Bank transfer,No,Both,Yes,Computer,13.004608782353351,68.58821092967844,19,Fantasy,8,Male,4,No,FMP6QS9A7C,0,7.707602245916557
35,18.39223427393643,Premium,Electronic check,Yes,TV Shows,Yes,TV,12.970739849911457,163.44688727600015,9,Comedy,6,Female,10,No,E2IE1IRI9S,0,6.741747239527976
7,12.328261877946224,Basic,Credit card,No,TV Shows,No,TV,29.35409533058017,64.34250747832759,4,Drama,9,Female,0,No,V2Z7KTL03M,1,6.572355436550311
1,11.5828816951487,Standard,Credit card,No,Both,Yes,Mobile,2.298816310099758,76.09527183450692,44,Sci-Fi,8,Male,4,No,6913KN86KU,0,2.532337294606537
53,6.447270605261618,Standard,,Yes,Movies,No,TV,30.424980069654588,18.951182197631447,20,Sci-Fi,9,Male,1,No,LXNJ66WZ7B,0,5.836871016967022
37,9.11646207198049,Basic,Bank transfer,Yes,TV Shows,No,Computer,3.547012855554774,158.70203203591365,25,Sci-Fi,0,Female,12,No,ALYMWR7W6O,0,6.398742949906557
44,17.03210470880193,Standard,Bank transfer,Yes,Movies,Yes,Computer,3.702542849008145,99.6217295104476,19,Fantasy,1,Male,16,Yes,YIDW19N83Z,0,6.6206231981736
107,9.840610913426302,Premium,Credit card,Yes,Both,No,Computer,5.275852949916762,23.42776081540536,47,Action,5,Male,19,Yes,E983P7PY52,1,6.960295894490948
19,6.961005494352552,Premium,Bank transfer,Yes,Both,Yes,Computer,11.12360344501871,151.31477851020145,46,Drama,0,Male,24,No,LCQ99APM9V,0,4.892295386360632
24,15.139478276767408,Standard,,No,TV Shows,No,Mobile,24.36414541630101,68.72747332802888,48,Action,1,Male,21,Yes,1HTWTCLURB,0,5.898108023939795
17,17.470987969176953,Premium,Bank transfer,Yes,TV Shows,No,Mobile,29.321762907413166,106.3673485322632,6,Drama,1,Female,12,Yes,6OB63KC191,0,5.697116289856172
73,12.040512290830616,Standard,Bank transfer,No,TV Shows,Yes,Computer,6.036429616301987,16.477138684340197,47,Drama,6,Male,16,No,IBFCQKDH1T,0,6.779873494062427
94,11.060428973800189,Premium,Credit card,Yes,Both,Yes,Tablet,38.143985201353495,142.87543088252818,21,Drama,5,Male,0,No,ZV78E41WP4,0,6.657477169556651
53,6.925092845692477,Premium,Credit card,Yes,Both,No,Mobile,5.394655552014048,64.57486728394427,8,Drama,0,Female,8,Yes,7VEWYVW0OE,0,5.90816424144444
28,10.900560073922854,Premium,Electronic check,No,TV Shows,No,TV,11.07614867179869,11.91737676265846,14,Drama,9,Female,14,Yes,79I6EYWF7V,1,5.724289697032447
11,12.219893055666882,Basic,Credit card,Yes,Movies,No,Mobile,1.4663023009218672,128.90928525242558,46,Sci-Fi,8,Male,8,Yes,5WET5CW3YP,1,4.981071958012605
60,17.453064524490756,Standard,Electronic check,No,Movies,No,Mobile,2.7037087598311285,118.79100626297684,40,Fantasy,8,Female,13,No,9Q1P61OLQP,0,6.954814299366883
111,17.97268093698692,Standard,,Yes,Movies,No,Mobile,39.38288501225568,51.28917994990967,21,Action,4,Male,9,No,ORTIRMKBBH,0,7.598884216261349
114,18.935998822165185,Standard,,Yes,Both,No,Tablet,20.313708565612256,8.884336655877622,26,Comedy,2,Female,1,No,I7T48I0NC7,0,7.677726392078715
77,17.725348670253037,Premium,Bank transfer,Yes,Both,Yes,Mobile,7.173032627326118,81.17693489488529,38,Sci-Fi,2,Male,21,No,WW6U8YQ5DL,0,6.888433045551262
62,7.424946841312763,Premium,Credit card,No,TV Shows,No,Computer,15.066302739033484,68.13473039326124,30,Fantasy,6,Female,13,Yes,CV9FGMWS9E,0,6.134149830098302
27,16.09704491163904,Premium,Credit card,No,Both,No,TV,18.66144151930453,134.32862640622682,11,Comedy,0,Male,8,Yes,EY29CCDIS2,0,6.906116668614313
84,7.874547284455263,Premium,,No,Movies,No,TV,11.178570161729096,47.76916199874346,11,Action,5,Female,13,No,Y7HJ3BEVOR,0,6.49596315529853
91,14.768163644311086,Basic,Electronic check,Yes,TV Shows,No,Mobile,28.161653876368234,133.4042289807161,3,Fantasy,0,Female,15,No,RD5FFJ532Q,0,6.972540857897143
57,6.705564802482018,Premium,Electronic check,Yes,Both,Yes,Mobile,2.829470233481604,48.66256054756257,32,Fantasy,2,Male,1,No,Z1SDMRYG3K,0,5.948601913935314
108,15.022740972456122,Basic,Electronic check,Yes,Movies,No,Computer,28.568646180635263,35.22271160364129,33,Sci-Fi,4,Male,16,Yes,PANUHY0K9R,0,7.3923125046501905
7,8.927906144590636,Basic,Credit card,No,TV Shows,Yes,Tablet,15.516521510033442,97.71186142078837,20,Sci-Fi,1,Female,19,Yes,SKB6Q90WV3,1,4.150966564817671
47,13.102949447032763,Basic,Credit card,No,Both,No,Mobile,21.92149094783716,40.24045622197178,46,Sci-Fi,1,Male,8,No,4468G8KNMM,0,6.4246074402797175
30,15.205468462745536,Standard,Bank transfer,No,TV Shows,Yes,Mobile,21.535640063884102,74.05831383468852,46,Sci-Fi,9,Female,15,Yes,5W8I9QOUMH,1,6.613658827838892
85,14.080271297834036,Basic,Bank transfer,Yes,Movies,Yes,Computer,6.793497754066797,82.97418684038922,13,Action,6,Male,0,Yes,C08JO27O1S,0,6.3529746969919625
105,12.690365928607092,Standard,Bank transfer,Yes,Both,Yes,Mobile,9.161204138651732,118.10149083532086,40,Drama,7,Female,1,No,MGHLPNA0DB,0,7.195553661547443
51,13.956157313562112,Basic,,Yes,Both,Yes,Mobile,9.153633431966988,132.35917875794138,19,Fantasy,4,Female,2,No,T91XWC5Z8S,0,6.601401012321616
73,11.054595977724343,Premium,,Yes,TV Shows,No,Mobile,24.111386383437058,159.24889583048923,4,Comedy,4,Male,18,Yes,O04GL1CJXC,0,6.478267499123888
46,12.058570202275362,Basic,,No,Movies,Yes,Mobile,21.334100009130093,104.3775833810854,28,Drama,8,Female,17,No,Q8FHDK59AH,1,6.320218195680339
7,12.942528402670495,Premium,Credit card,No,Both,No,Mobile,31.080183955889304,92.78145147463076,29,Comedy,8,Male,6,No,LU1UWBW0SJ,0,4.517406149297855
71,11.601519004222771,Premium,,No,Movies,Yes,TV,27.68981708767011,53.99670328130542,32,Fantasy,5,Female,11,No,B4X6BWEJ3O,0,6.330380798558921
94,9.869606637835751,Basic,Electronic check,Yes,TV Shows,Yes,Computer,24.525953258502955,50.92253491206898,44,Comedy,4,Male,10,No,BXICXP3AD7,0,6.833832084786059
23,9.335622828071823,Basic,Mailed check,No,Both,No,Mobile,37.1169658421793,47.786240908965326,45,Comedy,9,Male,22,Yes,3HSZUJ4N4F,0,5.373978141619574
65,5.491643529520903,Premium,Bank transfer,No,TV Shows,Yes,Computer,39.94018884875624,59.3537056405289,19,Action,1,Female,23,Yes,SWD7LYTD9E,0,5.880412390913879
73,12.870402837701722,Standard,Electronic check,Yes,TV Shows,Yes,Computer,27.17135310727376,8.49711992755248,36,Comedy,4,Male,16,Yes,WNYX39NL5W,0,7.036831575872884
118,11.312002404336855,Premium,Credit card,Yes,Movies,No,Computer,18.56298186173477,82.05478997596546,21,Action,5,Female,21,Yes,PAPP9BNPZA,0,7.197297832449118
89,8.18272198418829,Standard,Credit card,No,Movies,No,Mobile,19.77449412063955,156.438144619265,16,Sci-Fi,7,Female,13,No,3G8L5NAW23,0,6.592033415727276
105,8.88581041235452,Premium,,Yes,Movies,Yes,Computer,6.650081273859782,106.37744291835853,29,Action,7,Male,24,Yes,1KB02AC1A8,0,6.83948724469853
97,10.577580395112877,Basic,Credit card,No,TV Shows,No,TV,37.56044781522686,58.20395970791126,20,Fantasy,9,Male,17,Yes,KJ4SW2VMY4,0,6.403267374971448
39,16.892812718998744,Premium,Bank transfer,Yes,Both,No,Mobile,32.41816435383461,71.2304886243345,11,Comedy,0,Female,9,No,84IZQT91G0,0,6.491966609881141
106,9.755786913261568,Basic,Electronic check,Yes,Both,Yes,Mobile,31.809768239283567,176.06246039159916,46,Sci-Fi,6,Male,20,No,VCUEFFSXD0,0,6.9422662772863575
88,15.652090236632002,Standard,Bank transfer,Yes,TV Shows,Yes,TV,6.930617519771986,32.31734183619648,36,Comedy,2,Male,21,Yes,BDVE7NSJGZ,0,6.942126865537161
69,15.303431624999163,Basic,Credit card,No,Both,Yes,Computer,19.81752654565773,47.57057013571688,39,Comedy,3,Male,24,Yes,KS4HZSUQP3,0,6.5921379090784615
106,12.808107909816668,Standard,Mailed check,Yes,Movies,No,TV,28.164529740074045,96.28437380186932,21,Drama,4,Male,10,No,UR74N2FR4T,0,7.214253785572449
37,13.882623628482191,Basic,Credit card,Yes,Both,Yes,Computer,36.957939528919965,85.52221185101602,36,Comedy,2,Male,16,Yes,UODYGBU9LQ,0,6.243500803635099
76,12.328261877946224,Standard,Electronic check,No,Both,Yes,Computer,31.52919397179973,137.3661366334053,16,Comedy,8,Female,4,No,66I6XTWLX8,0,6.572355436550311
62,19.66108871859693,Basic,Bank transfer,Yes,Both,Yes,TV,38.79163832242213,66.3084438752339,41,Comedy,7,Female,4,Yes,MBW4492OHO,0,7.0738330469286375
82,14.646368651562671,Standard,,No,TV Shows,Yes,Mobile,27.36317928941726,48.23584190160734,41,Fantasy,6,Female,12,No,SEAZXTCVV5,0,7.273964225213994
55,18.957842182710028,Premium,Credit card,Yes,Both,No,Mobile,22.471398356277145,160.9807488668827,49,Drama,4,Female,6,No,0QNQARS50C,0,6.950509472849466
109,13.850735425206969,Standard,,Yes,Both,No,TV,29.54107789253112,155.4985475993666,32,Sci-Fi,0,Female,3,No,RZUB4PA36O,0,6.928188571321021
93,12.328261877946224,Basic,Electronic check,Yes,Both,Yes,TV,6.291089281235792,123.1828816560034,37,Fantasy,5,Female,19,No,SC0PFQVRQP,0,6.572355436550311
28,12.567639206076333,Standard,Electronic check,Yes,Both,Yes,TV,8.868128407915199,40.76469130672833,20,Fantasy,0,Female,20,Yes,KO08A4M1MO,0,5.866167438863083
78,12.768163160294566,Premium,Electronic check,No,Both,Yes,TV,13.154605815120238,23.91225733797851,40,Comedy,2,Male,13,Yes,ZO073B6JIP,0,6.904667242404278
37,8.406970360937345,Premium,Mailed check,No,Both,No,Mobile,5.669360091109094,144.8671487588813,43,Fantasy,5,Male,3,Yes,VGPR4ZHOZK,0,5.743188758265482
112,15.430653236032258,Premium,Bank transfer,Yes,Both,Yes,Computer,9.34157559299579,154.9118144952301,14,Action,1,Female,21,Yes,TDS79JX46W,0,7.4554333305159055
68,11.36278431882952,Basic,Electronic check,No,Both,No,Tablet,36.05038930799116,103.39444709569564,22,Sci-Fi,7,Female,15,No,ZY3BIDO8KR,0,6.0888649623162125
69,7.345694722673898,Premium,Bank transfer,No,Movies,Yes,TV,25.21440113317689,130.19777417731473,13,Drama,5,Male,3,No,ID5EBX9Y32,0,6.230191909336604
39,8.071854912346643,Standard,Bank transfer,Yes,TV Shows,Yes,Mobile,11.72149009694538,112.3595935388942,29,Drama,2,Male,12,No,AAPUO6PL66,0,6.135533636525615
5,16.778901624807826,Standard,Credit card,Yes,TV Shows,No,Tablet,16.59979149847202,146.2807272311457,31,Comedy,9,Male,14,No,EZMIIGEQ6B,0,4.441409404817969
50,10.810084937778171,Premium,,Yes,Movies,Yes,TV,12.416894607957753,151.17149808318348,5,Fantasy,8,Female,2,No,ZZ4G2TMF8P,0,6.29435090923376
90,15.208708749439475,Premium,Bank transfer,Yes,Movies,Yes,Mobile,15.194463058698863,14.35342959282356,3,Drama,2,Male,12,No,YDZFY4XDSU,1,6.613658827838892
99,9.945576014294076,Standard,Electronic check,Yes,TV Shows,No,TV,27.434609001585248,174.6498673163398,48,Comedy,0,Female,16,Yes,P7Z356X98F,0,6.591075564658315
44,6.479454972507651,Basic,Credit card,Yes,Movies,Yes,Computer,17.342257494578252,36.76798839489727,27,Action,4,Male,20,No,6OEX5I7KNV,0,5.732165847894483
8,5.656137699264453,Premium,Bank transfer,Yes,Both,No,Mobile,33.080428227881825,11.717720881049042,4,Comedy,0,Female,23,No,ARFC3VKEJ3,1,3.834042038777672
64,10.631711158221233,Premium,Bank transfer,No,TV Shows,No,TV,36.35878503187836,170.2436827222837,47,Comedy,1,Male,6,No,T68NQTTHB7,0,6.524192818239767
76,11.96097603783746,Standard,Bank transfer,Yes,Movies,Yes,Computer,32.281810685069686,101.40195875540806,20,Action,4,Male,5,No,7LMVU1UZ5R,0,6.813482158009574
27,15.751104387822997,Basic,Mailed check,No,TV Shows,Yes,Computer,38.60696757685309,47.593880278981366,33,Comedy,4,Male,17,No,UAG9XD3D47,1,7.165339629778105
96,17.316464817681638,Premium,Bank transfer,No,Both,No,Mobile,35.0189663245901,63.98424928943824,32,Comedy,2,Female,6,No,W60OAVLA7F,0,7.4166073300325
5,9.922063392908113,Premium,Credit card,No,Both,Yes,Computer,38.06189794809796,84.08697806852835,26,Drama,3,Female,6,No,15LZ668ACH,0,3.95585673047422
51,11.22364662775815,Standard,,Yes,Movies,No,Tablet,1.689876000737781,136.42792497124697,47,Comedy,7,Male,15,Yes,6VN1H5NMZH,0,6.3818721978063655
74,17.3699651309039,Standard,,No,Both,No,Tablet,18.220738370651045,172.06492789226522,22,Comedy,7,Female,7,No,LY9P4R42SL,0,7.159585345166547
37,10.379321362210224,Basic,Credit card,Yes,Both,Yes,Computer,8.105231653120711,98.6173466544715,41,Fantasy,2,Male,4,Yes,FW1PIPB7B1,0,5.953333954601844
97,19.83052644504464,Standard,Credit card,No,Movies,No,Computer,37.23291496479022,105.77056700592476,3,Comedy,0,Female,24,Yes,5GM6WR4QLT,0,7.562453202627952
50,7.281704254617344,Premium,,No,Movies,No,TV,13.410994464145618,7.322200626054652,44,Comedy,4,Male,2,No,3TRZWIDJYO,0,5.900130785871677
15,6.391937862223744,Basic,Credit card,Yes,TV Shows,Yes,Mobile,32.13755967264174,64.9872454287678,35,Sci-Fi,8,Male,15,Yes,PNHCK6FRBW,0,4.573463478362018
29,12.998426607572249,Premium,Bank transfer,No,Both,No,Computer,22.834638129987667,66.61956619756639,47,Drama,5,Female,4,No,GX1QDGUH7L,1,5.934773478332478
47,17.726918093282382,Premium,Electronic check,Yes,Movies,No,Tablet,14.317891925061971,93.04958366620124,26,Drama,6,Male,23,No,VKYB0IEH6R,1,6.726431404798461
